Company,Date,Experience,Job URL,Job id,Key skills,Location,Salary,Title
Nvidia Graphics Pvt. Ltd.,30+ days ago,5-8 yrs,https://www.naukri.com/job-listings-Senior-Performance-Architect-Nvidia-Graphics-Pvt-Ltd-Bengaluru-5-to-8-years-150119900742?src=jobsearchDesk&sid=15518664679026&xp=25&px=37,150119900742,"C, C++, System Verilog, Systemc, Perl, Python, Machine Learning...",Bengaluru,Not disclosed,Senior Performance Architect
Swar Yantra Technologies,30+ days ago,5-8 yrs,https://www.naukri.com/job-listings-Senior-AWS-Devops-Lead-Developer-Swar-Yantra-Technologies-Chandigarh-5-to-8-years-150119900631?src=jobsearchDesk&sid=15518664679026&xp=26&px=37,150119900631,"Devops, Build, AWS, GIT, SQL, machine learning, NLP, Python, Perl",Chandigarh,Not disclosed,Senior AWS/ Devops Lead Developer
Axcelovate,30+ days ago,7-12 yrs,https://www.naukri.com/job-listings-Engineering-Manager-Software-Products-Axcelovate-Bengaluru-7-to-12-years-150119900612?src=jobsearchDesk&sid=15518664679026&xp=27&px=37,150119900612,"Android, Node.Js, IOS, Mobile Applications, Web Technologies...",Bengaluru,Not disclosed,Engineering Manager - Software Products
FIL India Business and Research Services Private Limited,30+ days ago,7-9 yrs,https://www.naukri.com/job-listings-Expert-Engineer-Machine-Learning-FIL-India-Business-and-Research-Services-Private-Limited-Gurgaon-7-to-9-years-150119900555?src=jobsearchDesk&sid=15518664679026&xp=28&px=37,150119900555,"Machine Learning, Tableau, SAS, Java, Apache, Solr Memecache, Redis...",Gurgaon,Not disclosed,Expert Engineer - Machine Learning
Nvidia Graphics Pvt. Ltd.,30+ days ago,8-12 yrs,https://www.naukri.com/job-listings-Compiler-Verification-Manager-Nvidia-Graphics-Pvt-Ltd-Bengaluru-8-to-12-years-150119900424?src=jobsearchDesk&sid=15518664679026&xp=29&px=37,150119900424,"Test Reporting, Automation Testing, Machine Learning, Process Improvement...",Bengaluru,Not disclosed,Compiler Verification Manager
Nvidia Graphics Pvt. Ltd.,30+ days ago,5-10 yrs,https://www.naukri.com/job-listings-Senior-GPU-Architect-Nvidia-Graphics-Pvt-Ltd-Bengaluru-5-to-10-years-150119900409?src=jobsearchDesk&sid=15518664679026&xp=30&px=37,150119900409,"Architectural Design, Architecture, Machine Learning, Product Development...",Bengaluru,Not disclosed,Senior GPU Architect
Gi Group,30+ days ago,8-12 yrs,https://www.naukri.com/job-listings-Artificial-Intelligence-machine-Learning-Role-Blockchain-Iim-xlri-Gi-Group-Delhi-NCR-Mumbai-Bengaluru-8-to-12-years-150119900376?src=jobsearchDesk&sid=15518664679026&xp=31&px=37,150119900376,"Artificial Intelligence, Machine Learning, Blockchain, AI...","Delhi NCR, Mumbai, Bengaluru",Not disclosed,Artificial Intelligence/machine Learning Role - Blockchain - Iim/xlri/
Scienaptic Systems,30+ days ago,5-8 yrs,https://www.naukri.com/job-listings-Engagement-Manager-Credit-Risk-Analytics-Scienaptic-Systems-Bengaluru-5-to-8-years-150119900251?src=jobsearchDesk&sid=15518664679026&xp=32&px=37,150119900251,"Credit Risk Management, Banking, Risk Analytics, Business Finance, Customer...",Bengaluru,Not disclosed,Engagement Manager - Credit Risk Analytics
Scienaptic Systems,30+ days ago,10-12 yrs,https://www.naukri.com/job-listings-Solutions-Leader-Credit-Risk-Scienaptic-Systems-Bengaluru-10-to-12-years-150119900230?src=jobsearchDesk&sid=15518664679026&xp=33&px=37,150119900230,"Business Finance, Credit Risk Management, Banking, Customer Management, Big...",Bengaluru,Not disclosed,Solutions Leader - Credit Risk
Nvidia Graphics Pvt. Ltd.,30+ days ago,3-6 yrs,https://www.naukri.com/job-listings-Tools-Development-Engineer-Nvidia-Graphics-Pvt-Ltd-Pune-3-to-6-years-150119900222?src=jobsearchDesk&sid=15518664679026&xp=34&px=37,150119900222,"Tools Development Engineer, Machine Learning, OpenCV, Python, OOPs, Windows...",Pune,Not disclosed,Tools Development Engineer
Nvidia Graphics Pvt. Ltd.,30+ days ago,6-9 yrs,https://www.naukri.com/job-listings-Manager-Automation-and-Tools-Development-Nvidia-Graphics-Pvt-Ltd-Pune-6-to-9-years-150119900051?src=jobsearchDesk&sid=15518664679026&xp=35&px=37,150119900051,"Automation Framework, Machine Learning, Planning Engineering, QA...",Pune,Not disclosed,"Manager, Automation and Tools Development"
HuQuo Consulting Pvt. Ltd.,30+ days ago,1-6 yrs,https://www.naukri.com/job-listings-Associate-Asset-Management-Strategy-Algorithm-High-Frequency-HuQuo-Consulting-Pvt-Ltd-Delhi-NCR-Delhi-Gurgaon-1-to-6-years-150119001271?src=jobsearchDesk&sid=15518664679026&xp=36&px=37,150119001271,"r, high frequency trading, .net, machine learning, quantitative analysis...","Delhi NCR, Delhi, Gurgaon",Not disclosed,Associate - Asset Management - Strategy & Algorithm - High Frequency
Catalyst,30+ days ago,6-11 yrs,https://www.naukri.com/job-listings-Manager-Lead-Machine-Learning-analytics-Catalyst-Bengaluru-6-to-11-years-141118900044?src=jobsearchDesk&sid=15518664679026&xp=37&px=37,141118900044,"Machine Learning, Technology Solutions, Team Leading, AI, ML...",Bengaluru,Not disclosed,Manager/ Lead - Machine Learning/analytics
Glocal Consultants,30+ days ago,7-12 yrs,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-artificial-Intelligence-Glocal-Consultants-Delhi-7-to-12-years-140119900738?src=jobsearchDesk&sid=15518664679026&xp=38&px=37,140119900738,"Data Scientist, Machine Learning, Artificial Intelligence, Solr...",Delhi,Not disclosed,Data Scientist - Machine Learning/artificial Intelligence
Confidential,30+ days ago,3-5 yrs,https://www.naukri.com/job-listings-Artificial-Intelligence-Developer-Nlp-machine-Learning-Confidential-Bengaluru-3-to-5-years-140119900640?src=jobsearchDesk&sid=15518664679026&xp=39&px=37,140119900640,"Deep Learning, Computer Vision, Machine Learning...",Bengaluru,Not disclosed,Artificial Intelligence Developer - Nlp/machine Learning
Sushaan Synergies LLP,30+ days ago,8-12 yrs,https://www.naukri.com/job-listings-Head-Artificial-Intelligence-IT-Software-software-Services-Sushaan-Synergies-LLP-Mumbai-8-to-12-years-140119900569?src=jobsearchDesk&sid=15518664679026&xp=40&px=37,140119900569,"Artificial Intelligence, Head - Artificial Intelligence, Machine Learning...",Mumbai,Not disclosed,Head - Artificial Intelligence - IT Software/software Services
Thoucentric Technology,30+ days ago,5-10 yrs,https://www.naukri.com/job-listings-Project-Manager-Analytics-Retail-cpg-Domain-Thoucentric-Technology-Bengaluru-5-to-10-years-140119900478?src=jobsearchDesk&sid=15518664679026&xp=41&px=37,140119900478,"project management, project planning, project execution...",Bengaluru,Not disclosed,Project Manager - Analytics - Retail/cpg Domain
Huquo Consulting Pvt. Ltd,30+ days ago,3-8 yrs,https://www.naukri.com/job-listings-Assistant-Manager-manager-data-Scientist-Python-machine-Learning-Huquo-Consulting-Pvt-Ltd-Bengaluru-3-to-8-years-140119900293?src=jobsearchDesk&sid=15518664679026&xp=42&px=37,140119900293,"Data Scientist, Python, Machine Learning, Predictive Modeling, Analytics...",Bengaluru,Not disclosed,Assistant Manager/manager/data Scientist - Python/machine Learning
