Company,Date,Experience,Job URL,Job id,Key skills,Location,Salary,Title
Keyassignments IT Solutions Pvt Ltd,1 day ago,4-7 yrs,https://www.naukri.com/job-listings-Data-Science-sapient-perm-Keyassignments-IT-Solutions-Pvt-Ltd-Bengaluru-4-to-7-years-070518004367?src=jobsearchDesk&sid=15518526122202&xp=1&px=1,070518004367,"Python, R, Unix, Linux, SQL",Bengaluru,Not disclosed,"Data Science @sapient(perm) ,"
"Optum, a UnitedHealth Group Company",1 day ago,8-13 yrs,https://www.naukri.com/job-listings-Senior-Manager-Data-Science-Gurgaon-HR-Optum-a-UnitedHealth-Group-Company-Gurgaon-8-to-13-years-050319900979?src=jobsearchDesk&sid=15518526122202&xp=2&px=1,050319900979,"Senior Manager - Data Science - Gurgaon, HR",Gurgaon,Not disclosed,"Senior Manager - Data Science - Gurgaon, HR"
vConstruct Private Limited,1 day ago,8-13 yrs,https://www.naukri.com/job-listings-Data-Science-Business-Manager-vConstruct-Private-Limited-Pune-Hadapsar-8-to-13-years-050319008025?src=jobsearchDesk&sid=15518526122202&xp=3&px=1,050319008025,"Data Mining, Data Analysis, Data Science, Pricing Strategy, Test Data...",Pune(Hadapsar),Not disclosed,Data Science Business Manager
Accenture,1 day ago,1-5 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-5-years-010319901757?src=jobsearchDesk&sid=15518526122202&xp=4&px=1,010319901757,"Python, Data modeling, MATLAB, SPSS, Computer science, Machine learning...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Shell India Markets Private Limited,2 days ago,2-3 yrs,https://www.naukri.com/job-listings-Team-Lead-Data-Science-Shell-India-Markets-Private-Limited-Chennai-2-to-3-years-040319900570?src=jobsearchDesk&sid=15518526122202&xp=5&px=1,040319900570,"Factor Analysis, Deep Learning, Neural Networks, R, Multivariate Analysis...",Chennai,Not disclosed,Team Lead - Data Science
Cognizant Technology Solutions India Ltd,15 days ago,3-6 yrs,https://www.naukri.com/job-listings-Data-Science-spark-Professional-Cognizant-Technology-Solutions-India-Ltd-Chennai-Hyderabad-3-to-6-years-190219004818?src=jobsearchDesk&sid=15518526122202&xp=6&px=1,190219004818,"Data Science / Spark, Azure ML, R, Python, Machine learning...","Chennai, Hyderabad",Not disclosed,Data Science/spark Professional
WebTek Labs Pvt. Ltd.,1 day ago,2-5 yrs,https://www.naukri.com/job-listings-Data-Science-Trainer-WebTek-Labs-Pvt-Ltd-Delhi-NCR-Rajouri-garden-2-to-5-years-050319005958?src=jobsearchDesk&sid=15518526122202&xp=7&px=1,050319005958,"presentable, data science, communication skills, trainers",Delhi NCR(Rajouri garden),"2,00,000 - 3,50,000 P.A.",Data Science Trainer
Accenture,12 days ago,1-4 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-4-years-220219901505?src=jobsearchDesk&sid=15518526122202&xp=8&px=1,220219901505,"MATLAB, Analytical, Python, Data mining, Analytics, Machine learning...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Avyayh,2 days ago,6-11 yrs,https://www.naukri.com/job-listings-Opening-for-Data-Science-With-the-Leadng-Product-Based-Company-Avyayh-Chennai-6-to-11-years-120219009028?src=jobsearchDesk&sid=15518526122202&xp=9&px=1,120219009028,"data science, spark, python, postgresql",Chennai,"10,00,000 - 18,00,000 P.A.",Opening for Data Science With the Leadng Product Based Company
Accenture,12 days ago,1-4 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-4-years-220219901499?src=jobsearchDesk&sid=15518526122202&xp=10&px=1,220219901499,"MATLAB, Python, Data mining, Analytics, Machine learning, Outsourcing...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
HuQuo Consulting Pvt. Ltd.,1 day ago,2-5 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Data-Science-Iit-nit-iim-xlri-fms-HuQuo-Consulting-Pvt-Ltd-Gurgaon-2-to-5-years-050319005681?src=jobsearchDesk&sid=15518526122202&xp=11&px=1,050319005681,"Analyst - Data Science, Python, SQL, R, machine learning, regression...",Gurgaon,Not disclosed,Senior Analyst - Data Science - Iit/nit/iim/xlri/fms
Value C Consulting Services Private Limited,3 days ago,10-20 yrs,https://www.naukri.com/job-listings-Vice-President-Data-Science-Value-C-Consulting-Services-Private-Limited-Singapore-United-Kingdom-U-K-10-to-20-years-030319000605?src=jobsearchDesk&sid=15518526122202&xp=12&px=1,030319000605,Data Scientist,"Singapore, United Kingdom (U.K)","50,00,000 - 1 Cr & above P.A.",Vice President- Data Science
Impendi Analytics,1 day ago,1-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-Data-Science-Iit-bits-nsit-Impendi-Analytics-Delhi-1-to-3-years-010319902764?src=jobsearchDesk&sid=15518526122202&xp=13&px=1,010319902764,"statistical modeling, predictive modeling, r, business analysis...",Delhi,Not disclosed,Business Analyst - Data Science - Iit/bits/nsit
Crescendo Global Services,1 day ago,6-10 yrs,https://www.naukri.com/job-listings-Manager-Data-Science-Machine-Learning-Engineering-and-Client-Manageme-Crescendo-Global-Services-Delhi-NCR-6-to-10-years-020319002201?src=jobsearchDesk&sid=15518526122202&xp=14&px=1,020319002201,"Natural Language Processing, Data Science, Machine Learning, Python, R...",Delhi NCR,"18,00,000 - 25,00,000 P.A.",Manager- Data Science Machine Learning Engineering and Client Manageme
Allstate Solutions Private Limited,6 days ago,2-4 yrs,https://www.naukri.com/job-listings-Consultant-Data-Science-Allstate-Solutions-Private-Limited-Bengaluru-2-to-4-years-270219904507?src=jobsearchDesk&sid=15518526122202&xp=15&px=1,270219904507,"hadoop, hive, deep learning, r, text mining, mapreduce, data science...",Bengaluru,Not disclosed,Consultant - Data Science
Amazon Development Centre (India) Pvt. Ltd.,5 days ago,3-8 yrs,https://www.naukri.com/job-listings-Product-Analyst-data-Science-Amazon-Development-Centre-India-Pvt-Ltd-Chennai-3-to-8-years-260219009302?src=jobsearchDesk&sid=15518526122202&xp=16&px=1,260219009302,"data science, business analysis, sql, Analytics, Python, Robot Programming,...",Chennai,"12,00,000 - 22,00,000 P.A.",Product Analyst (data Science)
Accenture,12 days ago,1-4 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-4-years-220219901498?src=jobsearchDesk&sid=15518526122202&xp=17&px=1,220219901498,"MATLAB, Python, Data mining, Analytics, Machine learning, Outsourcing...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Tiger Analytics,6 days ago,2-6 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Data-Science-Tiger-Analytics-Chennai-2-to-6-years-280219901770?src=jobsearchDesk&sid=15518526122202&xp=18&px=1,280219901770,"C, Data Science, Machine Learning, R, Python, Statistical Modeling, Java...",Chennai,Not disclosed,Senior Analyst - Data Science
QuickXpert Infotech,4 days ago,3-8 yrs,https://www.naukri.com/job-listings-Data-Scientist-Data-Science-Trainer-for-Weekend-freelance-Basis-QuickXpert-Infotech-Mumbai-Navi-Mumbai-Thane-3-to-8-years-250219001537?src=jobsearchDesk&sid=15518526122202&xp=19&px=1,250219001537,"machine learning, artificial intelligence, artificial bi, ai, ml...","Mumbai, Navi Mumbai, Thane",Not disclosed,"Data Scientist, Data Science Trainer for Weekend/freelance Basis"
Emerging India,12 days ago,3-8 yrs,https://www.naukri.com/job-listings-Data-Scientist-data-Science-Trainer-Emerging-India-Delhi-NCR-Noida-3-to-8-years-220219005029?src=jobsearchDesk&sid=15518526122202&xp=20&px=1,220219005029,"deep learning, r, nosql, data science, nlp, sql, python, machine learning...","Delhi NCR, Noida","6,00,000 - 10,00,000 P.A.",Data Scientist/data Science Trainer
Accenture,13 days ago,2-5 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-2-to-5-years-200219900928?src=jobsearchDesk&sid=15518526122202&xp=21&px=1,200219900928,"Python, MATLAB, Data mining, Machine learning, Outsourcing...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Fidel Softech Pvt. Ltd,5 days ago,3-7 yrs,https://www.naukri.com/job-listings-Data-Science-Engineer-Fidel-Softech-Pvt-Ltd-Japan-3-to-7-years-010319003738?src=jobsearchDesk&sid=15518526122202&xp=22&px=1,010319003738,"data science, elixir, python, scala, Data Visualization, Data Warehousing...",Japan,Not disclosed,Data Science Engineer
Allstate Solutions Private Limited,6 days ago,6-8 yrs,https://www.naukri.com/job-listings-Lead-Consultant-Data-Science-Allstate-Solutions-Private-Limited-Bengaluru-6-to-8-years-270219904505?src=jobsearchDesk&sid=15518526122202&xp=23&px=1,270219904505,"Hadoop, Hive, Deep Learning, R, Text Mining, Mapreduce, Data Science...",Bengaluru,Not disclosed,Lead Consultant - Data Science
Search Folks,5 days ago,5-10 yrs,https://www.naukri.com/job-listings-Data-Science-Engineer-AWS-Certified-Search-Folks-Bengaluru-5-to-10-years-270219904274?src=jobsearchDesk&sid=15518526122202&xp=24&px=1,270219904274,"Spark, Hive, Oozie, Sqoop, SCALA, Big Data, Elastic Search, Java...",Bengaluru,Not disclosed,Data Science Engineer - AWS Certified
Allstate Solutions Private Limited,6 days ago,6-8 yrs,https://www.naukri.com/job-listings-Lead-Consultant-Data-Science-Allstate-Solutions-Private-Limited-Bengaluru-6-to-8-years-270219904504?src=jobsearchDesk&sid=15518526122202&xp=25&px=1,270219904504,"Hadoop, Hive, Deep Learning, R, Text Mining, Mapreduce, Data Science...",Bengaluru,Not disclosed,Lead Consultant - Data Science
Dataone,13 days ago,4-7 yrs,https://www.naukri.com/job-listings-Senior-Data-Science-Engineer-Dataone-Ahmedabad-4-to-7-years-210219006647?src=jobsearchDesk&sid=15518526122202&xp=26&px=1,210219006647,"Data Science, Machine Learning, Open Source",Ahmedabad,Not disclosed,Senior Data Science Engineer
Cognizant,5 days ago,3-6 yrs,https://www.naukri.com/job-listings-Data-Science-spark-Developer-Machine-Learning-r-python-Cognizant-Hyderabad-Chennai-3-to-6-years-260219006665?src=jobsearchDesk&sid=15518526122202&xp=27&px=1,260219006665,"Data Science, Machine Learning, Python, R, Spark, Spark Developer","Hyderabad, Chennai",Not disclosed,Data Science/spark Developer - Machine Learning/r/python
rp consultant,7 days ago,5-10 yrs,https://www.naukri.com/job-listings-Asic-soc-Verification-Experts-in-Ie-s-net-angular-data-Science-java-rp-consultant-Bengaluru-Chennai-Hyderabad-5-to-10-years-270219000191?src=jobsearchDesk&sid=15518526122202&xp=28&px=1,270219000191,".net, java, cloud, devops, hadoop, asic / soc verification experts, vmware,...","Bengaluru, Chennai, Hyderabad","12,00,000 - 22,00,000 P.A.","Asic/soc Verification Experts in Ie&s,.net/angular,data Science,java"
TalPro,7 days ago,8-12 yrs,https://www.naukri.com/job-listings-Chief-Intelligence-Officer-Data-Science-Analytics-TalPro-Delhi-NCR-Mumbai-Bengaluru-Gurgaon-8-to-12-years-270219002811?src=jobsearchDesk&sid=15518526122202&xp=29&px=1,270219002811,"Machine Learning, Web Technologies, Chief Intelligence Officer, Analytics...","Delhi NCR, Mumbai, Bengaluru, Gurgaon",Not disclosed,Chief Intelligence Officer - Data Science & Analytics
Blue Jay Finlease Limited,5 days ago,8-12 yrs,https://www.naukri.com/job-listings-Data-Science-Manager-Ziploan-Blue-Jay-Finlease-Limited-Delhi-NCR-8-to-12-years-270219004361?src=jobsearchDesk&sid=15518526122202&xp=30&px=1,270219004361,"Data Science, Machine Learning, Python, R, SQL, Data Warehousing, Technical...",Delhi NCR,"20,00,000 - 35,00,000 P.A.",Data Science Manager || Ziploan
